ec5_uuid,created_at,uploaded_at,created_by,title,2_Site_Name,3_Survey_Type,4_Plot_,5_Date,6_Time,7_Visit_,8_Observer,9_Distance_Observed_,10_Sex,11_Turtle_ID,12_Status,13_Age,14_Capture_Type,lat_15_GPS,long_15_GPS,accuracy_15_GPS,UTM_Northing_15_GPS,UTM_Easting_15_GPS,UTM_Zone_15_GPS,16_Carapace_Photo,17_Plastron_Photo,18_SCL_mm,19_CW_mm,20_SH_mm,21_Mass_g,22_Plastron_Wear_,23_Visible_Annuli_Le,24_Gravid,25_Health,26_Injuries,27_Mower_Related_Inj,28_Injuries_OtherDet,29_Scute_Morph,30_Scute_Morph_Other,31_Macrohabitat,32_Microhabitat,33_Habitat_Other,34_Distance_from_mow,35_Behavior,36_Behavior_Other,37_Calipers_Used,38_Notch_Code_System,39_Comments
bcace588-e781-46ff-9473-c948a9061e9d,2023-06-12T13:50:27.613Z,2023-06-12T19:30:56.000Z,maxearle32@gmail.com,"Male 706","Black Rock","Search-Encounter (SCR Method)",2,06/12/2023,09:42,3,EIK,1,Male,706,Alive,Adult,"New/Initial Capture",38.777226,-78.066958,5,4296142,754795,17S,bcace588-e781-46ff-9473-c948a9061e9d_1686577584.jpg,bcace588-e781-46ff-9473-c948a9061e9d_1686577602.jpg,135,108,63,430,5,9,NA,Healthy,None,No,,Normal,,"Open Field/Meadow",Grasses,,"1-5 m",Quiescent/inactive,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
1d5456a1-b5d9-4beb-b48b-2dac4c4a3139,2023-06-09T17:31:28.988Z,2023-06-10T19:50:59.000Z,maxearle32@gmail.com,"Female 2009",SCBI,Incidental,2,06/09/2023,13:29,,,,Female,2009,Unknown,Adult,Recapture,38.905578,-78.160895,5,4310131,746190,17S,,,,,,,,,,,,,,,,"Mature Forest",,,,,"Female left site","AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle","Radio telemetry, on other side of fence 4H center property, lost at 5gain"
bbf25c2e-dbee-416b-9da8-1b51e8cbd4af,2023-06-09T17:12:41.180Z,2023-06-12T13:03:07.000Z,emmakendrick136@gmail.com,"Female 2006",SCBI,Incidental,2,06/09/2023,13:10,,,,Female,2006,Alive,Adult,Recapture,38.903114,-78.161564,5,4309855,746141,17S,,,,,,,,,,,,,,,,"Early successional forest",Bushes/Shrubs,,,"In form",,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle","Radio tracking"
49251fed-e7ae-4139-ada8-d6eee2be7815,2023-06-09T16:48:51.477Z,2023-06-10T19:50:57.000Z,maxearle32@gmail.com,"Male 2002",SCBI,Incidental,2,06/09/2023,12:46,,EIK,,Male,2002,Alive,Adult,Recapture,38.904902,-78.159089,5,4310060,746349,17S,49251fed-e7ae-4139-ada8-d6eee2be7815_1686329293.jpg,49251fed-e7ae-4139-ada8-d6eee2be7815_1686329303.jpg,,,,,,,,Healthy,,,,,,"Mature Forest","Leaf litter",,,"In form",,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle","Radio telemetry"
d1610a59-8a10-4834-af8a-5f714222978f,2023-06-09T16:35:47.843Z,2023-06-10T19:50:55.000Z,maxearle32@gmail.com,"Male 2000",SCBI,Incidental,2,06/09/2023,12:33,,MPE,,Male,2000,Alive,Adult,Recapture,38.904905,-78.161044,5,4310055,746180,17S,,,,,,,,,,,,,,,,"Early successional forest",Bushes/Shrubs,,,Quiescent/inactive,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle","Radio telemetry"
5ba79f9f-30a8-4e39-99ef-c6127f38db99,2023-06-09T14:33:37.197Z,2023-06-12T13:03:05.000Z,emmakendrick136@gmail.com,"Female 4007",Raines,"Search-Encounter (SCR Method)",1,06/09/2023,10:27,3,MPE,0,Female,4007,Alive,Adult,"New/Initial Capture",38.641893,-78.134485,5,4280934,749398,17S,5ba79f9f-30a8-4e39-99ef-c6127f38db99_1686320969.jpg,5ba79f9f-30a8-4e39-99ef-c6127f38db99_1686320979.jpg,126,104,61,445,20,13,Unknown,Healthy,Carapace,No,"Marks on front marginals, possibly male turtle bites or fungal?",Normal,,"Open Field/Meadow","Leaf litter",,"0 m (In mowed area)","In form",,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
251dfcfa-aa0d-4fe4-84e8-f6620ef92b14,2023-06-09T14:21:51.763Z,2023-08-02T15:33:53.000Z,turtleconservationecology@gmail.com,"Female 4006",Raines,"Search-Encounter (SCR Method)",1,06/09/2023,10:14,3,"Nate W",1,Female,4006,Alive,Adult,"New/Initial Capture",38.641691,-78.134174,5,4280912,749426,17S,251dfcfa-aa0d-4fe4-84e8-f6620ef92b14_1686320233.jpg,251dfcfa-aa0d-4fe4-84e8-f6620ef92b14_1686320259.jpg,134,111,66,520,2,13,Unknown,Healthy,Plastron,No,"Left pectoral injury / two carapace rpl1 and lpl3 bite marks",Normal,,"Early successional forest",Bushes/Shrubs,,"1-5 m",Quiescent/inactive,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
1f6634e2-b656-4818-b06d-19ed9d94dd4b,2023-06-09T13:48:29.256Z,2023-06-12T13:03:03.000Z,emmakendrick136@gmail.com,Male,Raines,"Search-Encounter (SCR Method)",1,06/09/2023,09:46,3,EIK,0.5,Male,,Dead,Adult,"New/Initial Capture",38.645673,-78.137147,5,4281346,749154,17S,1f6634e2-b656-4818-b06d-19ed9d94dd4b_1686318482.jpg,1f6634e2-b656-4818-b06d-19ed9d94dd4b_1686318490.jpg,,,,,,,,,,,,,,"Open Field/Meadow",Grasses,,"1-5 m",,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle","Found completely intact sitting in a patch of dirt"
311e699d-1697-4708-b9f1-b14e9f433290,2023-06-08T16:34:05.944Z,2023-06-08T19:03:42.000Z,emmakendrick136@gmail.com,"Female 2011",SCBI,Incidental,2,06/08/2023,12:31,,NJW,0,Female,2011,Alive,Adult,Recapture,38.904868,-78.161336,5,4310051,746155,17S,,,,,,,,,,Healthy,None,,,Normal,,"Open Field/Meadow",Grasses,,"1-5 m",Active,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
d77a2cfe-775d-4d4f-a68c-b06138ee271a,2023-06-06T17:16:01.217Z,2023-06-06T19:05:00.000Z,maxearle32@gmail.com,"Male 400",Clifton,"Search-Encounter (SCR Method)",2,06/06/2023,13:08,4,EIK,0.5,Male,400,Alive,Adult,"New/Initial Capture",38.775726,-77.802451,5,4295619,256545,18S,d77a2cfe-775d-4d4f-a68c-b06138ee271a_1686071464.jpg,d77a2cfe-775d-4d4f-a68c-b06138ee271a_1686071473.jpg,133,109,66,485,95,1,NA,Healthy,"Carapace, Plastron",No,"Various bite marks on marginals and rear plurals and plastron",Normal,,"Early successional forest",Grasses,,Unknown,Active,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
b758c0cc-5951-4acf-b15d-47bb88b113f0,2023-06-06T17:06:21.505Z,2023-06-06T19:04:58.000Z,maxearle32@gmail.com,"Male 293",Clifton,"Search-Encounter (SCR Method)",2,06/06/2023,13:00,4,MPE,2,Male,293,Alive,Adult,"New/Initial Capture",38.775604,-77.802409,5,4295605,256548,18S,b758c0cc-5951-4acf-b15d-47bb88b113f0_1686071021.jpg,b758c0cc-5951-4acf-b15d-47bb88b113f0_1686071035.jpg,137,106,60,430,80,6,NA,Healthy,None,No,,Normal,,"Early successional forest",Grasses,,Unknown,Feeding/Foraging,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
09adf191-484b-430b-a1cf-368ccfd0ed85,2023-06-06T16:41:45.527Z,2023-06-06T19:04:56.000Z,maxearle32@gmail.com,"Male 292",Clifton,"Search-Encounter (SCR Method)",2,06/06/2023,12:35,4,NW,1,Male,292,Alive,Adult,"New/Initial Capture",38.777022,-77.801372,5,4295760,256643,18S,09adf191-484b-430b-a1cf-368ccfd0ed85_1686069559.jpg,09adf191-484b-430b-a1cf-368ccfd0ed85_1686069571.jpg,126,98,63,460,5,12,NA,Healthy,None,No,,Normal,,"Early successional forest",Grasses,"Grass/bushes right off mowed foot path","1-5 m",Active,,,"Modified Cagle",
a5ffd47a-30a9-4529-92c0-03a415d9bc2c,2023-06-06T16:18:30.311Z,2023-06-06T19:04:54.000Z,maxearle32@gmail.com,"Female 291",Clifton,"Search-Encounter (SCR Method)",2,06/06/2023,12:05,4,MPE,1.5,Female,291,Alive,Adult,"New/Initial Capture",38.778506,-77.801199,5,4295924,256663,18S,a5ffd47a-30a9-4529-92c0-03a415d9bc2c_1686068049.jpg,a5ffd47a-30a9-4529-92c0-03a415d9bc2c_1686068067.jpg,134,99,65,495,5,10,No,Healthy,Carapace,No,"Chipping on the third and fourth vertebral‘s and second and third Plurals",Normal,,"Open Field/Meadow",Bushes/Shrubs,,"20+ m","In form",,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
138f85f0-5abc-48d4-8b5b-1f0534b225e8,2023-05-29T18:38:05.887Z,2023-05-29T19:42:31.000Z,turtleconservationecology@gmail.com,"Female 289",Clifton,"Search-Encounter (SCR Method)",1,05/29/2023,14:30,5,"Jess Meck",0.5,Female,289,Alive,Adult,"New/Initial Capture",38.785164,-77.801413,5,4296664,256667,18S,138f85f0-5abc-48d4-8b5b-1f0534b225e8_1685385401.jpg,138f85f0-5abc-48d4-8b5b-1f0534b225e8_1685385413.jpg,125,97,66,500,90,6,Unknown,Healthy,None,No,,Normal,,"Early successional forest",Grasses,,"1-5 m",Walking,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
f074ee4b-4a8f-4d22-a854-7a90f34ea415,2023-05-29T18:27:10.894Z,2023-05-30T02:46:18.000Z,maxearle32@gmail.com,"Female 288",Clifton,"Search-Encounter (SCR Method)",1,05/29/2023,14:14,5,MPE,2,Female,288,Alive,Adult,"New/Initial Capture",38.784958,-77.801164,5,4296640,256688,18S,f074ee4b-4a8f-4d22-a854-7a90f34ea415_1685384661.jpg,f074ee4b-4a8f-4d22-a854-7a90f34ea415_1685384673.jpg,126,103,68,545,10,10,No,Healthy,None,No,,Normal,,"Early successional forest",Grasses,,"6-10 m",Feeding/Foraging,,,"Modified Cagle",
810a5802-7fb9-4825-81a0-1c6d700f29ca,2023-05-29T18:26:20.573Z,2023-05-29T19:42:28.000Z,turtleconservationecology@gmail.com,"Female 287",Clifton,"Search-Encounter (SCR Method)",1,05/29/2023,14:15,5,"Jess Meck",1,Female,287,Alive,Adult,"New/Initial Capture",38.784872,-77.801083,5,4296631,256695,18S,810a5802-7fb9-4825-81a0-1c6d700f29ca_1685384711.jpg,810a5802-7fb9-4825-81a0-1c6d700f29ca_1685384717.jpg,123,103,66,510,5,10,Unknown,Healthy,Carapace,No,"Large chip between R1-2 marginal",Normal,,"Early successional forest",Grasses,,"1-5 m",Walking,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
7024f334-883f-4497-ad39-545413f3bd6c,2023-05-29T18:12:43.672Z,2023-05-30T02:46:16.000Z,maxearle32@gmail.com,"Female 286",Clifton,"Search-Encounter (SCR Method)",1,05/29/2023,14:05,5,MPE,2,Female,286,Alive,Adult,"New/Initial Capture",38.784914,-77.801015,5,4296635,256701,18S,7024f334-883f-4497-ad39-545413f3bd6c_1685383819.jpg,7024f334-883f-4497-ad39-545413f3bd6c_1685383838.jpg,125,104,63,510,5,11,Unknown,Healthy,None,No,,Normal,,"Early successional forest",Grasses,,"20+ m",Feeding/Foraging,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
522fe2d4-c546-48cd-b9a7-a6332f4fe9aa,2023-05-29T17:50:05.703Z,2023-05-30T02:46:14.000Z,maxearle32@gmail.com,"Male 285",Clifton,"Search-Encounter (SCR Method)",1,05/29/2023,13:40,5,MPE,0,Male,285,Alive,Adult,"New/Initial Capture",38.784231,-77.800416,5,4296558,256751,18S,522fe2d4-c546-48cd-b9a7-a6332f4fe9aa_1685382503.jpg,522fe2d4-c546-48cd-b9a7-a6332f4fe9aa_1685382525.jpg,137,109,63,520,100,0,NA,Healthy,None,No,,Normal,,"Early successional forest",Grasses,,"20+ m",Feeding/Foraging,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
ffbdf605-0745-4098-9a0a-32adbdd5c4b5,2023-05-29T17:32:59.686Z,2023-05-30T02:46:12.000Z,maxearle32@gmail.com,"Female 284",Clifton,"Search-Encounter (SCR Method)",1,05/29/2023,13:27,5,MPE,1.5,Female,284,Alive,Adult,"New/Initial Capture",38.784075,-77.800964,5,4296542,256703,18S,ffbdf605-0745-4098-9a0a-32adbdd5c4b5_1685381449.jpg,ffbdf605-0745-4098-9a0a-32adbdd5c4b5_1685381460.jpg,125,99,66,495,100,0,Unknown,Healthy,Carapace,No,"Minor damage to anterior marginals",Normal,,"Open Field/Meadow",Grasses,,"20+ m",Active,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
90541c9c-2004-40fa-be98-7ac290af7660,2023-05-29T17:25:18.861Z,2023-05-30T02:46:10.000Z,maxearle32@gmail.com,"Male 27",Clifton,"Search-Encounter (SCR Method)",1,05/29/2023,13:23,5,MPE,3.4,Male,27,Alive,Adult,Recapture,38.784269,-77.801168,5,4296564,256686,18S,90541c9c-2004-40fa-be98-7ac290af7660_1685381062.jpg,,,,,,,,,Healthy,None,,,,,"Open Field/Meadow",Grasses,,"11-15 m",Active,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle","VHF tagged turtle"
ac3b6738-a0be-402f-8aeb-1c149d917d22,2023-05-29T17:16:07.858Z,2023-05-30T02:46:08.000Z,maxearle32@gmail.com,"Female 283",Clifton,"Search-Encounter (SCR Method)",1,05/29/2023,13:09,5,MPE,1,Female,283,Alive,Adult,"New/Initial Capture",38.78458,-77.801251,5,4296599,256679,18S,ac3b6738-a0be-402f-8aeb-1c149d917d22_1685380388.jpg,ac3b6738-a0be-402f-8aeb-1c149d917d22_1685380401.jpg,118,95,61,425,90,4,Unknown,Healthy,None,No,,,,"Open Field/Meadow",Grasses,,"6-10 m",Feeding/Foraging,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
812fcb5b-3e08-452d-a643-66ce45fbdc86,2023-05-29T17:04:01.437Z,2023-05-30T02:46:06.000Z,maxearle32@gmail.com,"Male 290",Clifton,"Search-Encounter (SCR Method)",1,05/29/2023,12:55,5,MPE,2,Male,290,Alive,Adult,"New/Initial Capture",38.784689,-77.80134,5,4296611,256672,18S,812fcb5b-3e08-452d-a643-66ce45fbdc86_1685379671.jpg,812fcb5b-3e08-452d-a643-66ce45fbdc86_1685379679.jpg,124,107,61,410,90,4,NA,Healthy,Carapace,No,"Chipped RM1",Normal,,"Open Field/Meadow",Grasses,,"6-10 m",Feeding/Foraging,,,"Modified Cagle",
56c074e7-e110-45e3-9302-5a28c84b149a,2023-05-29T17:03:49.448Z,2023-05-29T19:42:26.000Z,turtleconservationecology@gmail.com,"Female 282",Clifton,"Search-Encounter (SCR Method)",1,05/29/2023,12:55,5,"Jess Meck",1.5,Female,282,Alive,Adult,"New/Initial Capture",38.784758,-77.801276,5,4296618,256678,18S,56c074e7-e110-45e3-9302-5a28c84b149a_1685379716.jpg,56c074e7-e110-45e3-9302-5a28c84b149a_1685379726.jpg,113,95,61,430,30,12,Unknown,Healthy,Plastron,No,"Keratin broken off at left side bridge",Normal,,"Open Field/Meadow",Grasses,,"1-5 m",Walking,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
60fe3716-8a47-4c49-a459-a8072c4349bd,2023-05-29T16:49:05.163Z,2023-05-30T02:46:03.000Z,maxearle32@gmail.com,"Male 20",Clifton,"Search-Encounter (SCR Method)",1,05/29/2023,12:48,5,MPE,2,Male,20,Alive,Adult,Recapture,38.784814,-77.80145,5,4296625,256663,18S,60fe3716-8a47-4c49-a459-a8072c4349bd_1685379001.jpg,60fe3716-8a47-4c49-a459-a8072c4349bd_1685379023.jpg,,,,,,,NA,Healthy,,,,,,"Open Field/Meadow",Grasses,,"11-15 m",Feeding/Foraging,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
aa64cf71-cca0-458a-8bf9-88b451f41044,2023-05-29T16:27:01.240Z,2023-05-29T19:42:24.000Z,turtleconservationecology@gmail.com,"Male 280",Clifton,"Search-Encounter (SCR Method)",1,05/29/2023,12:23,5,"Jess Meck",2,Male,280,Alive,Adult,"New/Initial Capture",38.785868,-77.803211,5,4296747,256513,18S,aa64cf71-cca0-458a-8bf9-88b451f41044_1685377466.jpg,aa64cf71-cca0-458a-8bf9-88b451f41044_1685377472.jpg,131,105,61,350,80,9,NA,Healthy,None,No,,Normal,,"Early successional forest",Grasses,,"0 m (In mowed area)",Quiescent/inactive,Basking?,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle","Very light"
04c72176-9529-4ba4-b95e-ad39d94cf992,2023-05-29T16:23:14.502Z,2023-05-29T19:42:22.000Z,turtleconservationecology@gmail.com,"Female 279",Clifton,"Search-Encounter (SCR Method)",1,05/29/2023,12:13,5,"Jess Meck",1,Female,279,Alive,Adult,"New/Initial Capture",38.785887,-77.803198,5,4296749,256515,18S,04c72176-9529-4ba4-b95e-ad39d94cf992_1685377278.jpg,04c72176-9529-4ba4-b95e-ad39d94cf992_1685377300.jpg,122,98,66,470,100,0,Unknown,Healthy,None,No,,Normal,,"Open Field/Meadow",Grasses,,"1-5 m",Walking,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
72392336-c84f-45f2-9e3c-9b9d58d449ac,2023-05-29T16:22:57.197Z,2023-05-30T02:46:01.000Z,maxearle32@gmail.com,"Female 281",Clifton,"Search-Encounter (SCR Method)",1,05/29/2023,12:05,5,MPE,1.5,Female,281,Alive,Adult,"New/Initial Capture",38.785816,-77.803225,5,4296741,256512,18S,72392336-c84f-45f2-9e3c-9b9d58d449ac_1685377233.jpg,72392336-c84f-45f2-9e3c-9b9d58d449ac_1685377241.jpg,106,97,63,410,100,0,Unknown,Healthy,None,No,,Normal,,"Open Field/Meadow",Grasses,,"1-5 m",Feeding/Foraging,,,"Modified Cagle",
ba63935a-9abc-4b93-97dc-58215eb56705,2023-05-29T16:09:10.519Z,2023-05-30T02:45:59.000Z,maxearle32@gmail.com,"Female 278",Clifton,"Search-Encounter (SCR Method)",1,05/29/2023,12:00,5,MPE,1,Female,278,Alive,Adult,"New/Initial Capture",38.785894,-77.802982,5,4296749,256533,18S,ba63935a-9abc-4b93-97dc-58215eb56705_1685376423.jpg,ba63935a-9abc-4b93-97dc-58215eb56705_1685376438.jpg,120,103,63,510,70,8,No,Healthy,None,No,,Normal,,"Open Field/Meadow",Grasses,,"6-10 m",Feeding/Foraging,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
b707a65d-f4a6-4220-903a-061acfbffba9,2023-05-29T15:58:41.461Z,2023-05-29T19:42:20.000Z,turtleconservationecology@gmail.com,"Unknown 277",Clifton,"Search-Encounter (SCR Method)",1,05/29/2023,11:51,5,"Jess Meck",2,Unknown,277,Alive,Juvenile,"New/Initial Capture",38.785747,-77.802663,5,4296732,256561,18S,b707a65d-f4a6-4220-903a-061acfbffba9_1685375813.jpg,b707a65d-f4a6-4220-903a-061acfbffba9_1685375831.jpg,55,49,27,26,0,1,NA,Healthy,None,No,,Normal,,"Open Field/Meadow",Grasses,,"1-5 m",Quiescent/inactive,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
cd5a444f-0afe-42b3-942b-d0bf15e09819,2023-05-29T15:44:17.856Z,2023-05-29T19:42:18.000Z,turtleconservationecology@gmail.com,"Male 276",Clifton,"Search-Encounter (SCR Method)",1,05/29/2023,11:40,5,"Jess Meck",2,Male,276,Alive,Adult,"New/Initial Capture",38.785324,-77.802454,5,4296684,256577,18S,cd5a444f-0afe-42b3-942b-d0bf15e09819_1685374840.jpg,cd5a444f-0afe-42b3-942b-d0bf15e09819_1685374854.jpg,139,111,56,455,50,13,NA,Healthy,None,No,,Normal,,"Open Field/Meadow",Other,"Burned patch","1-5 m",Alert,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
95c77da8-e284-4223-88fd-a4c8fb7791c3,2023-05-29T15:29:38.035Z,2023-05-30T02:45:57.000Z,maxearle32@gmail.com,"Male 275",Clifton,"Search-Encounter (SCR Method)",1,05/29/2023,11:20,5,JRM,1.5,Male,275,Alive,Adult,"New/Initial Capture",38.784693,-77.802175,5,4296614,256599,18S,95c77da8-e284-4223-88fd-a4c8fb7791c3_1685374107.jpg,95c77da8-e284-4223-88fd-a4c8fb7791c3_1685374117.jpg,111,95,58,380,100,0,NA,Healthy,None,No,,Normal,,"Open Field/Meadow",Grasses,,"1-5 m",Feeding/Foraging,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
dd550f37-6205-41df-a75b-e3ca663c8d63,2023-05-29T15:16:52.900Z,2023-05-30T02:45:55.000Z,maxearle32@gmail.com,"Female 67",Clifton,"Search-Encounter (SCR Method)",1,05/29/2023,11:05,5,MPE,1,Female,67,Alive,Adult,Recapture,38.783457,-77.802445,5,4296477,256572,18S,dd550f37-6205-41df-a75b-e3ca663c8d63_1685373229.jpg,dd550f37-6205-41df-a75b-e3ca663c8d63_1685373281.jpg,128,101,66,495,20,11,No,Healthy,Carapace,Unknown,"Broken off rear left marginals",Normal,,"Open Field/Meadow",Grasses,,"1-5 m",Feeding/Foraging,,,"Modified Cagle",
9cafe09b-58ee-4b6e-8570-7e215f6fc716,2023-05-29T14:35:03.363Z,2023-05-30T02:45:53.000Z,maxearle32@gmail.com,"Male 274",Clifton,"Search-Encounter (SCR Method)",1,05/29/2023,10:33,5,MPE,1,Male,274,Alive,Adult,"New/Initial Capture",38.783136,-77.800741,5,4296437,256719,18S,9cafe09b-58ee-4b6e-8570-7e215f6fc716_1685371047.jpg,9cafe09b-58ee-4b6e-8570-7e215f6fc716_1685371056.jpg,125,105,65,470,30,19,NA,Healthy,None,No,,,"Normal but has lumpy 4th V","Open Field/Meadow",Grasses,,"11-15 m",Walking,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
2b3f61f6-49a2-4bfd-b87b-7b790537aec8,2023-05-28T19:46:21.532Z,2023-06-06T19:05:02.000Z,maxearle32@gmail.com,2b3f61f6-49a2-4bfd-b87b-7b790537aec8,,,,05/28/2023,15:46,,,,,,,,,38.763568,-78.003135,6,4294805,760391,17S,2b3f61f6-49a2-4bfd-b87b-7b790537aec8_1685304128.jpg,2b3f61f6-49a2-4bfd-b87b-7b790537aec8_1685304142.jpg,,,,,,,,,,,,,,,,,,,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle","Found at Joe and Valentines"
be74bb4d-178d-4255-b90c-bd5f7afe1901,2023-05-24T16:15:53.373Z,2023-05-26T18:41:58.000Z,maxearle32@gmail.com,"Male 755","Black Rock","Search-Encounter (SCR Method)",2,05/24/2023,11:55,3,MPE,2,Male,755,Alive,Adult,"New/Initial Capture",38.776409,-78.069019,5,4296045,754619,17S,be74bb4d-178d-4255-b90c-bd5f7afe1901_1684944067.jpg,be74bb4d-178d-4255-b90c-bd5f7afe1901_1684944078.jpg,145,113,64,580,60,9,NA,Healthy,Plastron,No,"Small chip on right PE",Normal,,"Mature Forest","Downed tree/log",,"20+ m",Feeding/Foraging,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle","Given transmitter 150.431, new weight: 587"
d735a49b-0db8-430c-89e2-d54ca743d713,2023-05-23T17:11:08.051Z,2023-05-26T18:41:56.000Z,maxearle32@gmail.com,"Female 1001",Jones,"Search-Encounter (SCR Method)",1,05/23/2023,13:05,3,MPE,2.5,Female,1001,Alive,Adult,Recapture,38.69522,-78.127692,5,4286872,749804,17S,,,,,,,,,Unknown,Healthy,Eye,No,"Blind in left eye and partially blind in right",Normal,,"Early successional forest",Bushes/Shrubs,,"1-5 m",Alert,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
ddecb13a-3552-4ded-9e63-d30193b4dfa3,2023-05-22T18:04:20.357Z,2023-05-23T15:16:33.000Z,maxearle32@gmail.com,"Male 273",Clifton,"Search-Encounter (SCR Method)",3,05/22/2023,13:55,3,NW,1,Male,273,Alive,Adult,"New/Initial Capture",38.785436,-77.792121,5,4296669,257475,18S,ddecb13a-3552-4ded-9e63-d30193b4dfa3_1684778496.jpg,ddecb13a-3552-4ded-9e63-d30193b4dfa3_1684778505.jpg,132,104,59,445,10,15,NA,Healthy,None,No,,Normal,,"Open Field/Meadow",Bushes/Shrubs,,"6-10 m",Quiescent/inactive,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
5bce983c-1530-4dc4-9c46-571ce7a76e34,2023-05-22T16:51:29.767Z,2023-05-23T15:16:31.000Z,maxearle32@gmail.com,Female,Clifton,"Search-Encounter (SCR Method)",2,05/22/2023,12:49,3,MPE,1,Female,,Dead,Adult,"New/Initial Capture",38.779796,-77.802606,5,4296071,256545,18S,5bce983c-1530-4dc4-9c46-571ce7a76e34_1684774249.jpg,,,,,,,,,,Carapace,Unknown,,,,"Early successional forest",Grasses,,"0 m (In mowed area)",,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle","May have been crushed by brush hog"
630e13b7-54f7-4262-a7e4-fc2d1ca43b33,2023-05-22T16:36:32.121Z,2023-05-23T15:16:29.000Z,maxearle32@gmail.com,"Male 280",Clifton,"Search-Encounter (SCR Method)",2,05/22/2023,12:30,3,MPE,2.5,Male,280,Alive,Adult,"New/Initial Capture",38.776386,-77.804191,5,4295697,256396,18S,630e13b7-54f7-4262-a7e4-fc2d1ca43b33_1684773192.jpg,630e13b7-54f7-4262-a7e4-fc2d1ca43b33_1684773200.jpg,128,110,60,480,50,13,NA,Healthy,Carapace,,"Missing lm 1-5","Irregular (Specify)","See injuries","Early successional forest",Bushes/Shrubs,,"1-5 m","In form",,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
cf4c4458-115c-46a9-a2cf-964ff70255e3,2023-05-22T15:49:57.945Z,2023-05-23T15:16:27.000Z,maxearle32@gmail.com,"Female 272",Clifton,"Search-Encounter (SCR Method)",2,05/22/2023,11:40,3,NW,1,Female,272,Alive,Adult,"New/Initial Capture",38.7783,-77.801187,5,4295901,256664,18S,cf4c4458-115c-46a9-a2cf-964ff70255e3_1684770348.jpg,cf4c4458-115c-46a9-a2cf-964ff70255e3_1684770361.jpg,124,96,68,490,10,12,No,Healthy,Carapace,No,"Damaged front marginals",Normal,,"Early successional forest",Bushes/Shrubs,,"1-5 m",Feeding/Foraging,,"AnthroFlex: Long Jaw Digital Vernier Caliper 300mm 12","Modified Cagle",
